Loại nhà,Vị trí,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Trình trạng pháp lý,Nội thất,Giá,Address
Nhà mặt tiền,Quận Tân Phú,65,4.5,5,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,5.2,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh"
Nhà mặt tiền,Quận 12,67.2,4.2,6,Nam,Nam,1,1,1,Have certificate,Basic,3.79,"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,50,5,5,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Basic,6.8,"Đường Thống Nhất, Phường 10, Quận Gò Vấp, Hồ Chí Minh"
Chung cư,Quận Bình Tân,30,5,4,Nam,Nam,3,3,3,Have certificate,Full,1.88,"Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận Tân Phú,70,4,5,Đông - Nam,Đông - Nam,2,4,2,Have certificate,Basic,5.2,"Đường Lương Đắc Bằng, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh"
Nhà hẻm,Quận Bình Thạnh,63,3.8,2,Đông - Bắc,Đông - Bắc,3,7,8,Have certificate,Full,7.9,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh"
Chung cư,Quận 3,36,3.4,5,Đông - Bắc,Đông - Bắc,5,5,5,Have certificate,Full,9,"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,63.6,3,3,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,6.9,"Đường Lê Lai, Phường 3, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,55,4,3,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,6.1,"Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,50,4.1,5,Bắc,Bắc,2,2,2,Have certificate,Full,3.99,"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận Tân Bình,33,4.2,8,Bắc,Bắc,5,3,3,Have certificate,Basic,8.7,"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Hồ Chí Minh"
Nhà hẻm,Quận Phú Nhuận,40.4,6,4,Tây - Bắc,Tây - Bắc,6,5,5,Have certificate,Full,8.6,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Hồ Chí Minh"
Chung cư,Quận 8,31.4,3.7,10,Tây - Nam,Tây - Nam,3,2,3,Have certificate,Basic,4.3,"Đường Rạch Cát, Phường 15, Quận 8, Hồ Chí Minh"
Nhà mặt tiền,Quận 12,84,4.2,12,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,10,"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 6,72,4,8,Bắc,Bắc,3,4,3,Have certificate,Basic,9,"Đường Cư Xá Phú Lâm D, Phường 11, Quận 6, Hồ Chí Minh"
Nhà mặt tiền,Quận Phú Nhuận,73,5.4,3,Tây,Tây - Bắc,4,4,4,Have certificate,Full,8.9,"241a/, Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Hồ Chí Minh"
Nhà hẻm,Quận 9 (TP. Thủ Đức),50,4,8,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Full,3.85,"Dự án Samsung Village, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Bình Tân,30,4,5,Nam,Nam,2,3,3,Have certificate,Full,1.88,"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh"
Biệt thự,Quận 8,151,15,15,Đông - Nam,Đông - Nam,1,2,3,Have certificate,Basic,5.7,"Green River quận 8, số 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh"
Nhà mặt tiền,Quận 11,70,4,4,Bắc,Bắc,3,7,7,Have certificate,Full,8.3,"Đường Lê Thị Bạch Cát, Phường 11, Quận 11, Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,58.8,4.2,8,Tây - Bắc,Tây - Bắc,4,5,4,Have certificate,Full,7.45,"Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Hồ Chí Minh"
Chung cư,Quận Phú Nhuận,39,5.2,5,Đông - Nam,Đông - Nam,4,3,2,Have certificate,Full,7.5,"Đường Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận, Hồ Chí Minh"
Chung cư,Quận 12,35,7,2.5,Tây,Tây,2,2,2,Have certificate,Full,1.95,"Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,51,8,6,Đông,Đông,4,4,3,Have certificate,Full,5.2,"Đường Lô Tư, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Biệt thự,Huyện Nhà Bè,100,5,6,Tây - Bắc,Tây - Bắc,4,4,5,Have certificate,Full,8.6,"Số 2534, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,69,5.3,4,Đông,Đông,3,3,3,Have certificate,Basic,6,"Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận 12,30,3,4.5,Đông - Bắc,Đông - Nam,3,4,3,Have certificate,Basic,2.48,"Đường Thạnh Lộc 13, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Biệt thự,Quận Tân Phú,100,4,12,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Basic,10,"Đường T8, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh"
Biệt thự,Quận 7,121,7,3.5,Bắc,Bắc,1,2,2,Have certificate,Basic,8.8,"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
Nhà hẻm,Quận 12,51,4,4,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Basic,4.7,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Thạnh,80,4.1,6,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,9.9,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh"
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),62.7,4.6,8,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,8,"Đường Số 6, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận 12,55,5,10,Nam,Nam,4,4,5,Have certificate,Basic,6.77,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 12,56,4,7,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Basic,5.3,"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),87.8,5,5,Tây,Tây,1,2,2,Have certificate,Basic,4.5,"27/2/3C, Đường Số 2, Phường Tam Phú, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),73,4.2,3,Bắc,Bắc,1,2,1,Have certificate,Full,4.08,"Đường Tây Hòa, Phường Phước Long A, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận 4,61.6,3.2,3.3,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,7.9,"Đường Xóm Chiếu, Phường 16, Quận 4, Hồ Chí Minh"
Nhà hẻm,Quận Phú Nhuận,43,4.3,4,Đông - Nam,Đông - Nam,4,3,4,Have certificate,Full,8.6,"Đường Phan Xích Long, Phường 3, Quận Phú Nhuận, Hồ Chí Minh"
Nhà hẻm,Quận 12,50,4.1,10,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Basic,4.45,"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 7,70,4,5,Đông,Đông,3,4,4,Have certificate,Full,9.5,"Đường Lý Phục Man, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
Chung cư,Huyện Hóc Môn,30,3.5,5,Tây,Tây,1,2,2,Have certificate,Full,1.05,"Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,5,12,Đông - Bắc,Đông - Bắc,3,3,4,Have certificate,Full,8.3,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Gò Vấp,16,3.2,2,Tây - Bắc,Tây - Bắc,4,3,2,Have certificate,Basic,2.68,"345/34/40, Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Hồ Chí Minh"
Chung cư,Quận Gò Vấp,20,6,4,Đông - Nam,Đông,1,2,2,Have certificate,Full,3.29,"Đường Cây Trâm, Phường 9, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Quận Tân Phú,61.9,7,12,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,8.5,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,64,6,6,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Basic,4.4,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 10,60,5,4,Đông - Nam,Đông - Nam,3,4,4,Have certificate,Basic,9.2,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh"
Nhà hẻm,Quận 12,51,5.6,7,Tây - Nam,Tây - Nam,3,4,5,Have certificate,Basic,4.6,"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,68,4,6,Bắc,Bắc,4,4,5,Have certificate,Full,6.5,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 9 (TP. Thủ Đức),52,5,5,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,5.5,"Đường 175, Phường Tăng Nhơn Phú B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),72.5,4.2,5,Đông - Bắc,Đông - Bắc,3,2,3,Have certificate,Full,5.7,"Đường 20, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Biệt thự,Quận 12,115,4.7,12,Đông - Bắc,Đông - Bắc,3,5,5,Have certificate,Full,8.5,"Đường Hiệp Thành 5, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
Biệt thự,Huyện Nhà Bè,320,23,8,Nam,Nam,2,6,6,Have certificate,Basic,9.9,"Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh"
Nhà mặt tiền,Quận Phú Nhuận,67,5,3,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,6.9,"Đường Huỳnh Văn Bánh, Phường 17, Quận Phú Nhuận, Hồ Chí Minh"
Nhà hẻm,Quận 12,58,5,8,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.83,"Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 12,50.1,4,7,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Basic,4.45,"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),90,5,5,Đông - Nam,Đông - Nam,2,3,3,Have certificate,Basic,7.6,"Đường Số 2, Phường Tăng Nhơn Phú B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),50,4.55,5,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Full,6.8,"Đường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Bình Tân,24,4,4,Đông,Đông,2,2,3,Sale contract,Basic,1.68,"Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận Phú Nhuận,18.9,3.1,8,Đông,Đông,1,1,1,Have certificate,Basic,3.8,"19/25, Đường Lam Sơn, Phường 5, Quận Phú Nhuận, Hồ Chí Minh"
Chung cư,Quận Phú Nhuận,39,6,5,Tây - Nam,Tây - Nam,4,4,4,Have certificate,Full,7.75,"Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Hồ Chí Minh"
Nhà hẻm,Quận 12,56,4,20,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Basic,7.8,"Đường Nguyễn Thị Nhuần, Phường An Phú Đông, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 7,60,4,8,Nam,Nam,3,4,4,Have certificate,Basic,9.5,"Đường 5, Phường Quận Tân Phú, Quận 7, Hồ Chí Minh"
Nhà hẻm,Quận 12,56,9,9,Tây,Tây,4,4,5,Have certificate,Full,5.7,"Đường Thạnh Lộc 43, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 10,54,3,12,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Basic,8.8,"163, Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,54,8,6,Tây - Bắc,Bắc,1,4,3,Have certificate,Basic,7.8,"Hẻm 104, Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),92.5,5,20,Nam,Nam,3,4,3,Have certificate,Full,9.25,"Dự án Mega Ruby, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),56.7,5.12,8,Đông - Bắc,Đông - Bắc,2,3,3,Have certificate,Full,6.5,"Đường 8, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,45,5.6,4,Bắc,Bắc,4,4,5,Have certificate,Basic,5.48,"247/9, Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Hồ Chí Minh"
Chung cư,Quận Thủ Đức (TP. Thủ Đức),35.7,4.2,2.5,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Basic,2.85,"Đường 4, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),71.4,5,7,Đông - Bắc,Đông - Bắc,3,3,2,Have certificate,Full,9.5,"Đường 359, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,56.25,4.5,7,Tây - Bắc,Tây - Bắc,4,5,6,Have certificate,Basic,6.85,"Đường Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận Tân Phú,64,4.1,6,Tây,Tây,3,4,3,Have certificate,Basic,5.68,"Đường Dương Văn Dương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh"
Nhà hẻm,Quận Tân Phú,41.1,5,12,Bắc,Bắc,5,4,3,Have certificate,Basic,7.5,"Đường Nguyễn Trường Tộ, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh"
Biệt thự,Quận Bình Tân,108,8,8,Tây - Nam,Tây - Nam,3,5,4,Have certificate,Full,8.3,"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,66,4.1,8,Đông,Đông,5,5,6,Have certificate,Full,5.6,"Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Bình Thạnh,60,3.8,2,Đông - Bắc,Đông - Bắc,4,6,4,Have certificate,Full,6.5,"Đường Bình Quới, Phường 27, Quận Bình Thạnh, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,52,4.2,4,Tây,Tây,2,3,2,Have certificate,Full,4.1,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận 7,70,4,4,Nam,Nam,2,2,2,Have certificate,Basic,6.2,"Hẻm 308, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
Biệt thự,Quận Gò Vấp,100,4.2,6,Tây - Bắc,Tây - Bắc,5,5,6,Have certificate,Full,10,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,64,4,10,Bắc,Bắc,3,3,3,Have certificate,Full,5.65,"Đường Số 55A, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận 1,29,2.55,4,Tây - Bắc,Tây - Bắc,4,3,3,Have certificate,Basic,5.5,"Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,98.8,5.2,6,Bắc,Bắc,4,4,5,Have certificate,Full,6.7,"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,55,4,4,Nam,Nam,2,2,2,Have certificate,Basic,5.2,"Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Quận 12,50,4,12,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,5.7,"Đường Thạnh Lộc 26, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,60,4.5,12,Đông,Đông,3,4,4,Have certificate,Full,9.5,"80, Đường Ba Vân, Phường 14, Quận Tân Bình, Hồ Chí Minh"
Nhà hẻm,Quận Bình Thạnh,63,4.05,2.5,Nam,Nam,3,4,4,Have certificate,Full,6.95,"Đường Lê Quang Định, Phường 5, Quận Bình Thạnh, Hồ Chí Minh"
Nhà mặt tiền,Quận Gò Vấp,64,4.2,4,Tây - Nam,Tây - Nam,3,4,4,Have certificate,Full,6.85,"Đường Số 3, Phường 9, Quận Gò Vấp, Hồ Chí Minh"
Biệt thự,Quận 12,217,9,3,Tây - Bắc,Tây - Bắc,2,3,2,Have certificate,Basic,9.5,"48/4, Đường Đông Hưng Thuận 40, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),74,4,6,Đông - Nam,Đông - Nam,3,3,4,Have certificate,Full,5.8,"Đường Số 2, Phường Long Trường, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Phú Nhuận,38,4.2,6,Đông - Bắc,Đông - Bắc,4,3,4,Have certificate,Full,6.78,"Đường Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận, Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,45,4,5,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Basic,6,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Hồ Chí Minh"
Chung cư,Quận 9 (TP. Thủ Đức),30,6,3,Tây - Bắc,Tây - Bắc,2,2,1,Have certificate,Basic,2.95,"Đường 339, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận 4,25,3,3.5,Đông,Đông,2,2,2,Have certificate,Full,2.5,"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,88,4,15,Tây - Nam,Tây - Nam,3,6,6,Have certificate,Full,8,"Đường Trần Thanh Mại, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,48,4,4,Nam,Nam,2,2,2,Have certificate,Full,3,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,68,4,8,Bắc,Bắc,5,5,6,Have certificate,Full,6.95,"Đường Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận Tân Bình,35,3,3,Tây,Tây,2,2,2,Have certificate,Basic,3.58,"Đường Lạc Long Quân, Phường 8, Quận Tân Bình, Hồ Chí Minh"
Nhà mặt tiền,Quận 7,87.1,6.7,4,Đông,Đông,2,4,4,Have certificate,Basic,6,"Hẻm 1205, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
Nhà hẻm,Quận 8,42,5,4,Đông - Bắc,Đông - Bắc,4,3,3,Have certificate,Full,6.4,"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,60,4,6,Đông,Đông,5,5,5,Have certificate,Full,5.1,"Hẻm 125, Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận Bình Tân,35,4,4,Đông,Đông,2,2,2,Have certificate,Full,2,"Đường Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận 6,68,4,8,Tây,Tây,3,4,5,Have certificate,Full,9.8,"Đường Số 21, Phường 10, Quận 6, Hồ Chí Minh"
Chung cư,Quận 4,21,6,6,Tây,Tây,4,3,4,Have certificate,Basic,7,"Số 36, Đường Số 25, Phường 4, Quận 4, Hồ Chí Minh"
Chung cư,Quận Bình Tân,24,3,3,Đông,Đông,1,2,2,Have certificate,Basic,2.75,"1/, Đường Số 13A, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 12,58,4,5,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.95,"Đường Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,73,4,8,Bắc,Bắc,2,3,1,Have certificate,Basic,4.5,"Đường Chiến Lược, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận 12,71.7,4,8,Đông - Nam,Đông - Nam,5,4,5,Have certificate,Basic,8.3,"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 12,76,4,6,Tây - Bắc,Tây - Bắc,4,4,5,Have certificate,Full,6.3,"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,4.5,8,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,6.8,"Đường 389, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận 12,78.8,4.5,10,Nam,Nam,3,4,4,Have certificate,Full,5.57,"Đường Tân Thới Nhất 1, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Huyện Bình Chánh,90,5,20,Tây - Bắc,Đông - Nam,3,4,4,Sale contract,Basic,7,"Dự án The Meadow Huyện Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh"
Chung cư,Quận Tân Phú,32.3,4,10,Nam,Nam,2,2,2,Have certificate,Basic,4.5,"30/24 Đỗ Nhuận, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh"
Nhà hẻm,Quận 12,50,4,6,Đông - Nam,Đông - Nam,2,4,3,Have certificate,Basic,4.75,"Hẻm 154, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh"
Chung cư,Quận Bình Tân,39.9,4,6,Đông,Đông,1,1,1,Have certificate,Full,4.1,"Đường Số 10, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 12,50,4.5,12,Đông - Bắc,Đông - Bắc,3,4,6,Have certificate,Full,6.29,"Đường Thạnh Lộc 16, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Chung cư,Quận 8,32,3.2,4,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Basic,6,"10/44, Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),69,4.6,12,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,8.7,"Đường 27, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,52,4,16,Đông,Đông,3,4,4,Have certificate,Full,7.9,"156B, Đường Đông Hồ, Phường 8, Quận Tân Bình, Hồ Chí Minh"
Nhà mặt tiền,Huyện Hóc Môn,79.8,4.2,5,Đông - Bắc,Đông - Bắc,3,1,1,Have certificate,Basic,2.85,"Đường Ấp 3, Xã  Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh"
Chung cư,Quận 10,33,3.1,5,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,4.35,"Đường Bà Hạt, Phường 4, Quận 10, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,80,4,16,Bắc,Bắc,5,6,7,Have certificate,Full,8.8,"Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận Bình Tân,30,5,4,Tây,Tây,3,4,3,Have certificate,Full,2.48,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh"
Biệt thự,Quận 12,128,5,12,Bắc,Bắc,1,3,2,Have certificate,Full,9.9,"Đường Đông Hưng Thuận 11, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 12,68,4,6,Tây - Bắc,Tây - Bắc,4,4,6,Have certificate,Full,6.65,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 10,71.2,5.8,6,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Full,10,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh"
Chung cư,Quận 4,26,9,9,Đông - Nam,Đông - Nam,5,3,3,Have certificate,Basic,6.6,"Số 4A Đường 50, Phường 2, Quận 4, Hồ Chí Minh"
Nhà mặt tiền,Quận Tân Phú,64,4,7,Tây,Tây,3,4,3,Have certificate,Full,8.2,"Hẻm 89, Đường Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh"
Chung cư,Quận 10,28.1,29,15,Đông - Bắc,Đông - Bắc,3,3,3,Have certificate,Basic,9.5,"Đường Trần Nhân Tôn, Phường 2, Quận 10, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Thạnh,85,3.8,3,Bắc,Bắc,2,2,2,Have certificate,Basic,7.8,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Hồ Chí Minh"
