Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Chung cư,Quận 8,280,9,6,10.21
Chung cư,Huyện Bình Chánh,524,1,4,2.1
Nhà hẻm,Quận Gò Vấp,456,3,2,13.12
Chung cư,Quận 4,247,3,2,2.9
Nhà hẻm,Huyện Bình Chánh,353,8,6,3.95
Nhà mặt tiền,Huyện Củ Chi,402,2,5,2.42
Nhà mặt tiền,Quận Bình Thạnh,199,3,6,24.46
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),112,5,3,3.13
Nhà mặt tiền,Huyện Nhà Bè,34,4,5,1.61
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),500,8,3,52.18
Nhà mặt tiền,Quận 10,527,6,5,121.7
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),523,2,1,10.42
Biệt thự,Quận Tân Bình,453,2,2,66.45
Nhà hẻm,Quận Tân Phú,453,8,4,18.66
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),341,9,6,49.24
Chung cư,Quận 8,81,6,1,1.17
Biệt thự,Quận 12,521,9,2,41.81
Biệt thự,Huyện Cần Giờ,78,3,2,1.58
Chung cư,Quận 2 (TP. Thủ Đức),484,9,6,24.74
Nhà hẻm,Quận Gò Vấp,261,8,6,14.56
Nhà mặt tiền,Quận 10,391,2,6,71.09
Nhà hẻm,Quận 1,476,1,4,50.38
Nhà mặt tiền,Quận 1,257,4,5,92.9
Nhà hẻm,Quận Tân Phú,278,6,1,6.7
Chung cư,Huyện Hóc Môn,504,1,4,2.81
Nhà mặt tiền,Quận Bình Thạnh,287,7,4,38.61
Biệt thự,Quận 9 (TP. Thủ Đức),187,2,3,13.23
Nhà mặt tiền,Quận Gò Vấp,362,4,5,30.01
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),281,7,5,10.24
Biệt thự,Quận Phú Nhuận,479,9,5,160.86
Nhà hẻm,Quận Tân Bình,438,6,3,26.99
Biệt thự,Quận 3,151,7,5,71.56
Nhà mặt tiền,Huyện Bình Chánh,484,6,4,8.45
Nhà hẻm,Huyện Bình Chánh,297,6,2,1.88
Chung cư,Quận 11,271,5,3,10.8
Nhà mặt tiền,Quận 1,535,4,3,157.14
Chung cư,Quận 6,493,9,2,14.93
Chung cư,Quận 4,369,8,3,5.98
Nhà hẻm,Quận 2 (TP. Thủ Đức),537,8,6,36.12
Chung cư,Quận 1,139,1,1,6.27
Nhà mặt tiền,Quận Gò Vấp,292,2,3,17.27
Chung cư,Huyện Củ Chi,528,4,6,1.66
Biệt thự,Quận 9 (TP. Thủ Đức),115,4,2,8.87
Nhà mặt tiền,Quận 8,427,8,6,38.29
Biệt thự,Quận 12,407,3,1,18.09
Chung cư,Quận 4,54,8,6,1.23
Nhà hẻm,Quận 6,127,3,2,3.78
Nhà mặt tiền,Quận 11,380,3,4,40.16
Chung cư,Quận Tân Phú,167,1,4,3.44
Biệt thự,Quận 11,34,3,4,7.22
Nhà hẻm,Quận 12,154,7,6,4.71
Chung cư,Quận Tân Phú,310,3,5,10.18
Chung cư,Quận 3,279,1,2,11.58
Chung cư,Quận Gò Vấp,449,5,2,12.4
Chung cư,Quận Tân Bình,207,7,4,9.71
Chung cư,Huyện Nhà Bè,95,8,2,1.58
Nhà mặt tiền,Quận Gò Vấp,452,3,6,42.97
Nhà mặt tiền,Quận Gò Vấp,229,6,1,10.93
Nhà mặt tiền,Huyện Hóc Môn,266,9,6,8.2
Biệt thự,Quận 11,198,9,1,28.44
Chung cư,Quận 2 (TP. Thủ Đức),337,3,3,11.34
Biệt thự,Quận 4,316,4,2,22.74
Chung cư,Huyện Hóc Môn,482,6,6,4.52
Biệt thự,Quận 6,367,7,5,70.71
Nhà hẻm,Quận 1,413,1,5,50.14
Biệt thự,Quận 3,130,2,4,46.13
Nhà mặt tiền,Huyện Nhà Bè,306,9,6,18.92
Biệt thự,Quận Gò Vấp,179,1,2,15.64
Nhà hẻm,Quận Phú Nhuận,297,3,5,22.07
Chung cư,Huyện Hóc Môn,511,4,1,2.07
Nhà mặt tiền,Quận 8,215,8,2,12.17
Nhà mặt tiền,Huyện Cần Giờ,18,4,3,0.24
Biệt thự,Quận 2 (TP. Thủ Đức),172,9,3,37.96
Nhà mặt tiền,Quận Bình Tân,26,5,4,1.97
Nhà mặt tiền,Quận 4,436,4,3,17.06
Biệt thự,Quận Tân Bình,364,3,3,68.28
Chung cư,Huyện Bình Chánh,342,8,4,2.7
Nhà hẻm,Quận 7,373,1,2,6.85
Chung cư,Quận Tân Bình,280,7,1,8.09
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),15,9,6,1.92
Nhà mặt tiền,Huyện Bình Chánh,109,9,1,1.21
Chung cư,Quận 3,475,2,5,34.82
Nhà hẻm,Quận 9 (TP. Thủ Đức),339,5,1,4.06
Chung cư,Quận 4,257,3,4,3.98
Chung cư,Quận Tân Bình,339,3,2,10.84
Chung cư,Quận 12,268,3,4,4.43
Biệt thự,Quận 12,323,4,1,14.68
Biệt thự,Quận 7,366,7,3,52.43
Chung cư,Quận Tân Phú,464,5,4,14.59
Nhà mặt tiền,Quận Bình Tân,406,1,1,9.15
Chung cư,Quận Bình Thạnh,140,5,2,4.91
Chung cư,Quận 2 (TP. Thủ Đức),265,6,5,13.27
Nhà hẻm,Quận Gò Vấp,493,5,3,18.09
Chung cư,Huyện Hóc Môn,246,3,2,1.43
Nhà hẻm,Quận 10,59,5,5,6.22
Nhà mặt tiền,Quận 4,42,3,6,2.03
Nhà mặt tiền,Quận 10,256,3,3,39
Nhà hẻm,Quận 3,514,5,1,28.6
Nhà hẻm,Quận 11,539,3,4,29.29
Chung cư,Quận Bình Tân,314,5,1,4.27
Chung cư,Quận 1,363,6,6,60.85
Nhà hẻm,Quận Bình Tân,451,4,3,13.27
Nhà mặt tiền,Quận 7,284,8,2,18.95
Nhà hẻm,Huyện Bình Chánh,357,3,6,3.17
Nhà hẻm,Huyện Nhà Bè,90,9,6,3.04
Chung cư,Quận Tân Phú,216,1,4,4.43
Chung cư,Quận Tân Bình,251,3,5,11.79
Chung cư,Quận 6,292,7,4,11.74
Chung cư,Quận Bình Thạnh,355,7,5,18.24
Nhà mặt tiền,Huyện Nhà Bè,111,7,5,6.42
Nhà mặt tiền,Quận 5,168,7,5,39.86
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),189,5,3,22.31
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),46,1,5,3.39
Nhà mặt tiền,Huyện Củ Chi,372,7,2,2.31
Biệt thự,Quận Tân Bình,467,5,6,135.46
Biệt thự,Quận Bình Tân,405,2,5,46.6
Nhà mặt tiền,Huyện Cần Giờ,245,6,5,4.39
Biệt thự,Huyện Củ Chi,403,3,1,2.75
Biệt thự,Quận Tân Bình,52,3,5,11.44
Biệt thự,Quận 4,364,5,5,34.54
Biệt thự,Huyện Nhà Bè,392,3,4,35.35
Nhà hẻm,Quận 9 (TP. Thủ Đức),184,4,2,3.01
Nhà hẻm,Quận 12,426,5,2,8.3
Chung cư,Quận 8,432,6,6,15.06
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),48,6,6,7.27
Nhà hẻm,Quận 7,159,7,1,3.27
Nhà mặt tiền,Quận 5,10,8,2,1.97
Biệt thự,Huyện Cần Giờ,263,7,5,9.24
Nhà hẻm,Quận Gò Vấp,377,4,6,18.3
Biệt thự,Quận 3,22,9,5,12.17
Chung cư,Quận 7,245,3,5,6.59
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),448,4,2,20.63
Chung cư,Quận Tân Phú,236,5,6,9.21
Chung cư,Quận Phú Nhuận,357,9,3,20.51
Chung cư,Huyện Củ Chi,425,3,6,1.15
Biệt thự,Quận 1,228,4,2,114.72
Chung cư,Quận 10,348,4,1,12.9
Biệt thự,Quận 1,183,5,5,141.65
Nhà hẻm,Quận 5,470,2,2,31.9
Nhà mặt tiền,Huyện Củ Chi,512,4,1,1.79
Chung cư,Quận Bình Tân,426,9,4,12.47
Nhà hẻm,Quận Phú Nhuận,35,7,5,2.8
Nhà hẻm,Huyện Cần Giờ,165,7,1,0.7
Chung cư,Quận Bình Thạnh,428,5,6,23.13
Chung cư,Quận 7,489,2,1,6.15
Nhà hẻm,Huyện Nhà Bè,362,2,1,3.74
Nhà hẻm,Huyện Hóc Môn,341,6,4,4.05
Nhà mặt tiền,Huyện Hóc Môn,151,7,6,4.21
Biệt thự,Huyện Cần Giờ,473,3,1,6.77
Biệt thự,Quận 9 (TP. Thủ Đức),310,3,6,28.54
Chung cư,Quận Bình Thạnh,317,4,5,15.16
Biệt thự,Quận Bình Tân,362,6,1,28.42
Biệt thự,Quận Bình Thạnh,385,2,4,75.34
Biệt thự,Quận Phú Nhuận,516,3,1,75.67
Nhà hẻm,Quận 5,484,8,1,31.33
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),47,3,6,5.99
Chung cư,Quận Phú Nhuận,485,8,3,30.47
Biệt thự,Quận 12,432,4,6,44.94
Biệt thự,Quận Bình Thạnh,342,5,4,81.17
Nhà mặt tiền,Quận 4,318,7,1,9.17
Nhà mặt tiền,Huyện Nhà Bè,39,5,4,2.1
Chung cư,Huyện Hóc Môn,227,9,6,2.45
Biệt thự,Quận 3,488,3,6,214.88
Nhà mặt tiền,Huyện Bình Chánh,124,7,6,2.69
Nhà hẻm,Quận Bình Tân,281,9,5,13.02
Biệt thự,Quận 2 (TP. Thủ Đức),145,5,2,23.84
Nhà hẻm,Quận 5,244,5,1,14.38
Nhà hẻm,Quận Bình Thạnh,498,2,2,17.18
Chung cư,Quận 1,519,2,6,65.1
Nhà mặt tiền,Quận 10,236,2,5,37.94
Nhà mặt tiền,Quận 4,428,9,5,26.91
Nhà mặt tiền,Quận Tân Bình,171,7,5,25.31
Biệt thự,Quận 12,510,9,4,56.82
Nhà mặt tiền,Quận 7,527,9,3,44.84
Chung cư,Quận Phú Nhuận,254,9,1,8.8
Nhà mặt tiền,Huyện Cần Giờ,526,4,3,7.35
Chung cư,Quận 7,532,2,5,13.66
Nhà mặt tiền,Huyện Nhà Bè,274,1,5,9.11
Biệt thự,Huyện Củ Chi,299,5,1,2.34
Chung cư,Quận Tân Phú,142,1,2,2.23
Nhà mặt tiền,Quận 8,248,3,1,8.52
Nhà hẻm,Quận 4,143,2,5,2.86
Biệt thự,Quận Bình Tân,82,2,1,4.7
Biệt thự,Quận 5,451,2,5,178.87
Biệt thự,Quận 3,396,7,1,95.84
Biệt thự,Quận 1,185,2,5,114.3
Nhà hẻm,Quận 1,190,9,6,43.6
Biệt thự,Quận 8,74,3,6,11.65
Nhà mặt tiền,Huyện Nhà Bè,373,8,6,23.06
Biệt thự,Quận Phú Nhuận,12,2,3,2.54
Nhà mặt tiền,Huyện Nhà Bè,323,3,6,16.62
Biệt thự,Quận 12,476,7,5,48.72
Chung cư,Huyện Bình Chánh,286,7,6,2.61
Nhà mặt tiền,Quận 6,39,9,2,2.94
Chung cư,Quận 4,97,6,4,1.88
Biệt thự,Quận 1,136,8,3,90.41
Nhà mặt tiền,Quận 11,427,9,6,72.43
Chung cư,Quận 7,272,4,1,4.19
Biệt thự,Huyện Nhà Bè,79,5,3,7.53
Chung cư,Quận 9 (TP. Thủ Đức),264,7,2,3.98
Chung cư,Quận Bình Thạnh,530,7,3,21.34
Chung cư,Quận 12,354,3,3,5.34
Chung cư,Quận 11,287,7,2,11.87
Nhà mặt tiền,Quận 11,363,2,4,36.21
Chung cư,Quận 11,127,6,2,4.54
Chung cư,Huyện Củ Chi,355,8,4,0.97
Nhà mặt tiền,Quận 6,30,6,4,2.56
Nhà hẻm,Huyện Hóc Môn,158,5,2,1.32
Nhà mặt tiền,Huyện Cần Giờ,465,7,1,4.19
Nhà hẻm,Quận Bình Thạnh,108,9,4,7.13
Chung cư,Huyện Hóc Môn,135,2,1,0.47
Nhà hẻm,Huyện Nhà Bè,62,4,5,1.63
Biệt thự,Quận Bình Thạnh,273,8,2,59.33
Nhà hẻm,Huyện Nhà Bè,518,7,1,6.96
Chung cư,Huyện Bình Chánh,120,8,1,0.47
Chung cư,Huyện Củ Chi,252,8,1,0.36
Nhà hẻm,Huyện Cần Giờ,25,2,2,0.12
Chung cư,Quận Tân Phú,366,7,1,6.23
Nhà mặt tiền,Huyện Cần Giờ,298,1,4,3.09
Nhà hẻm,Quận 7,367,7,4,15.96
Biệt thự,Quận Tân Bình,282,3,4,64.06
Chung cư,Quận Bình Thạnh,42,7,4,2.15
Chung cư,Quận Bình Tân,363,6,4,9.79
Chung cư,Quận 10,532,2,3,26.86
Biệt thự,Quận 3,118,6,1,26.72
Biệt thự,Huyện Củ Chi,244,7,4,3.59
Nhà hẻm,Quận 2 (TP. Thủ Đức),342,5,4,19.91
Nhà mặt tiền,Quận Bình Thạnh,284,6,4,36.26
Nhà hẻm,Quận 6,368,3,3,12.92
Nhà hẻm,Huyện Nhà Bè,159,8,2,3.32
Biệt thự,Huyện Bình Chánh,122,4,1,2.04
Chung cư,Quận 1,203,6,3,24.37
Chung cư,Quận 1,16,7,1,1.15
Nhà hẻm,Quận Tân Phú,294,1,5,8.13
Biệt thự,Huyện Hóc Môn,33,7,3,1.42
Nhà mặt tiền,Quận 10,289,8,5,69.49
Nhà hẻm,Huyện Cần Giờ,529,7,1,2.46
Chung cư,Quận 2 (TP. Thủ Đức),397,2,6,15.25
Biệt thự,Quận 5,411,1,1,61.27
Nhà hẻm,Huyện Cần Giờ,171,6,6,1.53
Chung cư,Huyện Cần Giờ,422,7,6,3.17
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),421,2,5,17.05
Nhà hẻm,Quận 2 (TP. Thủ Đức),336,1,2,9.06
Nhà mặt tiền,Quận 6,25,8,2,1.93
Nhà hẻm,Quận 7,69,7,3,2.38
Chung cư,Quận 12,289,4,5,5.63
Chung cư,Quận 10,70,1,6,3.68
Biệt thự,Quận 11,45,9,3,11.18
Nhà mặt tiền,Quận 7,395,9,4,37.81
Nhà hẻm,Quận 12,105,4,2,1.96
Chung cư,Huyện Hóc Môn,57,5,4,0.54
Nhà mặt tiền,Huyện Cần Giờ,461,5,1,3.87
Biệt thự,Quận Bình Thạnh,450,5,3,97.11
Chung cư,Quận 11,291,9,2,11.43
Nhà hẻm,Huyện Củ Chi,443,3,2,1
Nhà hẻm,Quận Phú Nhuận,538,1,5,29.25
Chung cư,Quận Thủ Đức (TP. Thủ Đức),301,3,2,4.9
Biệt thự,Quận 1,362,3,2,174.81
Nhà mặt tiền,Quận 6,317,2,6,25.57
Nhà hẻm,Quận 10,51,3,1,2.37
Chung cư,Quận Thủ Đức (TP. Thủ Đức),378,6,4,8.43
Nhà hẻm,Huyện Bình Chánh,418,8,3,3.87
Biệt thự,Quận Tân Bình,11,8,3,2.55
Chung cư,Quận 9 (TP. Thủ Đức),361,6,4,6.72
Nhà hẻm,Quận Bình Tân,174,8,5,7.08
Chung cư,Quận Bình Thạnh,81,7,2,2.86
Chung cư,Quận 11,500,6,6,28.22
Biệt thự,Quận 1,459,6,2,284.79
Chung cư,Quận Tân Phú,189,1,2,2.98
Chung cư,Quận Phú Nhuận,381,8,2,17.91
Nhà hẻm,Quận Gò Vấp,164,3,5,6.56
Biệt thự,Huyện Cần Giờ,351,8,1,6.54
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),388,1,2,8.91
Biệt thự,Quận Tân Phú,258,3,4,39.23
Biệt thự,Quận 2 (TP. Thủ Đức),216,7,3,48.57
Nhà mặt tiền,Quận 5,371,8,5,91.33
Nhà mặt tiền,Huyện Củ Chi,244,9,6,2.07
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),64,5,6,3.67
Biệt thự,Huyện Nhà Bè,368,6,6,45.25
Nhà mặt tiền,Quận Bình Thạnh,62,4,4,7.23
Chung cư,Quận 9 (TP. Thủ Đức),166,4,3,2.78
Chung cư,Huyện Củ Chi,224,3,6,0.6
Nhà hẻm,Quận 9 (TP. Thủ Đức),395,1,1,3.2
Nhà mặt tiền,Huyện Củ Chi,257,5,6,1.94
Nhà hẻm,Quận 11,341,7,1,11.24
Biệt thự,Quận 1,294,4,6,225.48
Chung cư,Quận Bình Tân,120,6,4,3.32
Nhà mặt tiền,Quận Bình Tân,177,2,5,9.75
Biệt thự,Quận Tân Bình,282,3,5,69.77
Nhà hẻm,Quận 10,324,6,6,40.65
Nhà mặt tiền,Quận 6,538,7,6,56.79
Nhà mặt tiền,Quận 7,211,4,6,16.06
Nhà mặt tiền,Quận 12,232,2,2,6.93
Nhà hẻm,Quận Bình Thạnh,145,3,1,4.16
Chung cư,Quận 5,381,6,3,33.58
Nhà mặt tiền,Quận 6,201,1,2,8.47
Nhà hẻm,Quận Bình Thạnh,35,6,1,1.19
Biệt thự,Quận 11,105,7,2,23.04
Nhà mặt tiền,Huyện Nhà Bè,11,2,2,0.35
Biệt thự,Quận 4,348,9,6,46.44
Chung cư,Quận 9 (TP. Thủ Đức),103,5,3,1.68
Nhà hẻm,Quận 8,100,9,3,3.57
Biệt thự,Huyện Nhà Bè,284,5,1,14.86
Biệt thự,Huyện Nhà Bè,54,6,6,6.78
Biệt thự,Huyện Củ Chi,355,1,1,1.64
Biệt thự,Quận 4,32,3,6,3.05
Nhà mặt tiền,Huyện Cần Giờ,308,6,5,5.66
Nhà hẻm,Huyện Củ Chi,323,7,6,1.32
Nhà hẻm,Quận 6,391,4,1,8.89
Nhà mặt tiền,Huyện Nhà Bè,384,5,1,10.64
Nhà hẻm,Quận Gò Vấp,104,9,2,3.98
Biệt thự,Quận 10,330,3,3,104.23
Nhà mặt tiền,Quận Bình Thạnh,165,2,4,16.36
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),214,1,3,13.33
Biệt thự,Quận 2 (TP. Thủ Đức),527,4,6,124.68
Nhà mặt tiền,Quận Gò Vấp,378,3,3,25.2
Chung cư,Quận 10,414,2,6,28.4
Chung cư,Quận Bình Tân,347,7,1,4.97
Chung cư,Quận 5,359,3,2,19.96
Nhà mặt tiền,Huyện Hóc Môn,496,8,2,10
Chung cư,Quận Phú Nhuận,511,8,4,34.68
Nhà mặt tiền,Quận 7,91,7,1,3.9
Biệt thự,Quận 5,240,2,6,100.99
Nhà mặt tiền,Quận Bình Tân,146,5,1,5.54
Biệt thự,Quận 5,451,3,3,161.41
Biệt thự,Quận Phú Nhuận,402,4,4,119.27
Chung cư,Quận 4,247,4,3,3.64
Nhà mặt tiền,Quận Tân Phú,207,3,4,15.76
Chung cư,Quận 10,224,7,6,22.98
Nhà hẻm,Huyện Bình Chánh,157,5,3,1.15
Chung cư,Quận 10,382,4,3,22.85
Chung cư,Quận 9 (TP. Thủ Đức),24,2,4,0.36
Nhà mặt tiền,Quận Gò Vấp,371,8,2,25.93
Chung cư,Quận 4,196,3,2,2.47
Chung cư,Huyện Củ Chi,201,6,2,0.43
Biệt thự,Quận 8,175,6,1,13.98
Chung cư,Quận 7,59,5,3,1.6
Nhà hẻm,Quận Tân Phú,112,7,3,4.5
Nhà hẻm,Quận Gò Vấp,310,2,4,10.4
Chung cư,Huyện Bình Chánh,372,8,6,3.12
Biệt thự,Huyện Củ Chi,110,1,2,0.72
Biệt thự,Quận 3,460,7,4,234.99
Nhà hẻm,Quận 8,445,8,5,17.29
Nhà hẻm,Huyện Hóc Môn,197,8,4,2.38
Nhà hẻm,Quận 2 (TP. Thủ Đức),374,6,1,10.54
Chung cư,Quận Gò Vấp,305,9,6,13.28
Biệt thự,Quận 9 (TP. Thủ Đức),58,8,6,6.73
Chung cư,Quận 10,376,3,1,12.69
Biệt thự,Quận 7,157,9,2,21.57
Nhà hẻm,Huyện Nhà Bè,316,6,5,9.1
Chung cư,Quận 7,359,9,3,10.64
Biệt thự,Huyện Cần Giờ,131,6,5,5.11
Nhà hẻm,Huyện Bình Chánh,42,6,5,0.44
Nhà mặt tiền,Quận 6,207,5,3,16.83
Nhà hẻm,Quận Phú Nhuận,447,6,6,41.17
Biệt thự,Quận 11,58,4,2,10.55
Chung cư,Quận Thủ Đức (TP. Thủ Đức),431,2,2,6.29
Chung cư,Quận Bình Tân,362,3,6,10.17
Nhà hẻm,Quận 4,456,5,6,12.39
Nhà mặt tiền,Huyện Cần Giờ,195,8,5,3.4
Nhà hẻm,Quận Bình Thạnh,467,6,3,28.22
Nhà mặt tiền,Quận Bình Thạnh,434,9,4,59.5
Nhà mặt tiền,Huyện Cần Giờ,76,1,2,0.57
Nhà mặt tiền,Huyện Nhà Bè,24,8,2,1.02
Nhà mặt tiền,Quận Bình Tân,149,1,4,6.31
Nhà hẻm,Quận 11,494,6,2,24.32
Biệt thự,Huyện Hóc Môn,414,9,4,20.66
Nhà hẻm,Quận 9 (TP. Thủ Đức),29,5,6,0.86
Biệt thự,Quận 7,194,3,2,19.8
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),272,3,1,14.84
Chung cư,Quận 8,239,2,5,5.4
Chung cư,Quận Thủ Đức (TP. Thủ Đức),255,7,1,3.62
Chung cư,Quận Phú Nhuận,76,4,2,3.19
Nhà mặt tiền,Quận Bình Thạnh,119,2,3,10.39
Chung cư,Quận Gò Vấp,378,8,1,6.87
Nhà mặt tiền,Huyện Nhà Bè,234,8,3,12.27
Nhà hẻm,Quận 2 (TP. Thủ Đức),108,8,2,5.14
Nhà mặt tiền,Huyện Bình Chánh,312,5,1,2.79
Nhà hẻm,Huyện Bình Chánh,256,3,1,1
Chung cư,Quận 11,249,8,3,11.97
Nhà mặt tiền,Quận 4,448,1,2,10.01
Chung cư,Quận 2 (TP. Thủ Đức),129,9,5,6.91
Nhà hẻm,Quận 5,14,4,2,1.16
Nhà mặt tiền,Quận 3,189,4,2,30.93
Nhà mặt tiền,Quận 5,406,9,5,118.86
Chung cư,Quận 4,527,7,5,10.62
Nhà mặt tiền,Quận 6,278,5,5,29.46
Nhà hẻm,Quận 1,214,3,4,33.62
Biệt thự,Quận Gò Vấp,62,8,5,12.09
Biệt thự,Huyện Nhà Bè,228,8,4,23.53
Nhà hẻm,Huyện Bình Chánh,443,1,5,2.57
Nhà mặt tiền,Quận 6,110,4,5,9.7
Chung cư,Quận Gò Vấp,375,7,4,13.47
Nhà hẻm,Quận Tân Bình,250,5,6,18.45
Nhà hẻm,Quận 6,519,7,1,13.27
Biệt thự,Quận 1,19,1,1,4.46
Biệt thự,Quận Tân Bình,320,3,4,72.54
Chung cư,Quận Tân Bình,493,2,6,21.7
Chung cư,Quận 6,180,1,5,4.32
Biệt thự,Huyện Cần Giờ,451,8,1,8.42
Chung cư,Quận 3,534,2,4,36.75
Nhà hẻm,Quận 11,267,9,4,18.34
Biệt thự,Quận 10,466,5,1,102.48
Nhà mặt tiền,Quận 3,207,2,2,27.29
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),520,5,5,64.17
Chung cư,Huyện Củ Chi,100,7,3,0.27
Chung cư,Quận 2 (TP. Thủ Đức),29,2,2,0.7
Nhà mặt tiền,Huyện Cần Giờ,376,3,4,4.93
Chung cư,Quận Bình Thạnh,440,2,5,18.23
Nhà mặt tiền,Huyện Nhà Bè,28,3,4,1.38
Chung cư,Huyện Củ Chi,221,7,3,0.54
Biệt thự,Huyện Nhà Bè,152,1,1,5.18
Biệt thự,Quận Tân Phú,448,4,6,76.77
Chung cư,Quận 4,461,3,2,5.73
Nhà mặt tiền,Quận Bình Tân,312,1,2,10.12
Nhà mặt tiền,Huyện Hóc Môn,434,4,2,7.57
Chung cư,Quận 2 (TP. Thủ Đức),97,7,5,5.15
Chung cư,Quận 3,31,7,1,1.42
Biệt thự,Quận 8,502,2,1,29.61
Nhà hẻm,Quận Gò Vấp,452,4,5,20.52
Chung cư,Quận 11,414,5,1,10.8
Chung cư,Quận 12,341,5,2,5.14
Nhà hẻm,Quận Tân Phú,121,2,2,2.93
Chung cư,Quận Gò Vấp,184,1,6,4.71
Nhà mặt tiền,Quận 8,480,1,6,26.24
Chung cư,Quận Bình Thạnh,472,9,6,27.13
Chung cư,Quận 9 (TP. Thủ Đức),261,2,4,3.73
Nhà hẻm,Huyện Bình Chánh,327,8,1,1.72
Chung cư,Huyện Bình Chánh,431,1,2,1.35
Biệt thự,Quận 5,12,3,6,5.66
Nhà mặt tiền,Quận Tân Phú,96,8,4,8.69
Nhà mặt tiền,Quận 5,358,3,5,83.85
Nhà mặt tiền,Quận 10,152,6,4,32.61
Nhà hẻm,Quận 7,478,2,2,10.82
Nhà mặt tiền,Quận 11,100,1,4,7.55
Chung cư,Quận Tân Bình,289,6,1,7.41
Chung cư,Quận 7,232,1,4,4.13
Chung cư,Quận 12,291,8,1,3.32
Chung cư,Huyện Bình Chánh,461,6,5,3.34
Nhà mặt tiền,Quận 7,450,2,5,29.62
Biệt thự,Quận Phú Nhuận,140,5,3,37
Nhà hẻm,Quận Bình Thạnh,343,2,4,15.76
Nhà mặt tiền,Quận 12,239,7,5,12.54
Nhà mặt tiền,Huyện Cần Giờ,471,2,5,6.24
Chung cư,Quận 1,488,3,1,29.12
Biệt thự,Quận 6,61,5,6,11.66
Biệt thự,Quận Phú Nhuận,467,5,3,119.85
Chung cư,Quận Bình Tân,307,9,6,11.12
Biệt thự,Quận 11,200,7,2,41.73
Nhà mặt tiền,Quận Tân Bình,344,3,2,28.59
Chung cư,Quận 7,320,9,3,10.63
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),102,1,2,2.38
Nhà hẻm,Quận Tân Phú,336,4,2,9.99
Biệt thự,Quận 4,18,3,5,1.58
Nhà hẻm,Quận 1,54,4,4,9.24
Chung cư,Quận 7,300,7,3,8.53
Biệt thự,Quận 7,232,2,6,32.7
Nhà mặt tiền,Quận 5,160,6,5,44.67
Biệt thự,Quận 6,181,6,2,23.76
Nhà mặt tiền,Quận Gò Vấp,275,7,6,31.01
Nhà hẻm,Quận 5,30,1,5,2.17
Nhà mặt tiền,Quận 8,420,2,4,23.01
Nhà hẻm,Huyện Cần Giờ,471,4,2,2.66
Nhà hẻm,Quận 11,409,1,2,12.27
Biệt thự,Quận 2 (TP. Thủ Đức),128,3,1,13.44
Nhà mặt tiền,Huyện Bình Chánh,538,2,3,6.82
Chung cư,Quận 6,113,7,5,4.03
Biệt thự,Quận 4,479,7,2,39.07
Biệt thự,Huyện Cần Giờ,274,1,6,5.88
Nhà mặt tiền,Huyện Hóc Môn,465,7,3,9.73
Biệt thự,Quận 2 (TP. Thủ Đức),74,3,5,15.51
Nhà hẻm,Quận 3,372,8,5,46.97
Nhà hẻm,Quận Tân Phú,28,4,5,1.11
Nhà hẻm,Quận 1,378,2,6,61.28
Nhà hẻm,Quận 2 (TP. Thủ Đức),69,8,6,4.43
Chung cư,Quận 3,404,6,3,32.55
Biệt thự,Quận 7,111,5,2,12.36
Biệt thự,Quận 8,453,5,5,62.95
Nhà hẻm,Quận 11,294,9,2,14.41
Nhà mặt tiền,Quận 6,318,7,2,22.41
Biệt thự,Quận Bình Tân,440,4,4,53.69
Biệt thự,Quận 2 (TP. Thủ Đức),314,5,3,65.86
Nhà mặt tiền,Huyện Cần Giờ,292,3,2,2.93
Nhà hẻm,Quận Bình Thạnh,436,9,6,31.24
Chung cư,Quận 2 (TP. Thủ Đức),327,8,2,10.88
Chung cư,Quận 7,484,7,5,18.57
Biệt thự,Quận 11,256,3,6,65.78
Nhà hẻm,Quận Tân Bình,427,5,3,25.08
Chung cư,Quận 10,87,7,1,3.46
Nhà mặt tiền,Huyện Cần Giờ,380,5,3,5.47
Chung cư,Quận Tân Bình,125,4,5,5.65
Nhà hẻm,Quận 5,303,2,5,28.36
Nhà hẻm,Quận 9 (TP. Thủ Đức),78,7,2,1.62
Chung cư,Quận 8,296,6,2,6.61
Nhà mặt tiền,Huyện Nhà Bè,494,9,2,23.21
